MOF,Predicted Value,Model,Features
str_m2_o6_o27_f0_pcu.sym.65.out,38.14900300053509,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.151.out,39.17378967396545,LinearRegression,GSA
str_m3_o25_o27_f0_pcu.sym.157.out,38.81402413967607,LinearRegression,GSA
str_m3_o25_o28_f0_pcu.sym.1.out,38.74316123140695,LinearRegression,GSA
str_m3_o7_o19_f0_nbo.sym.96.out,39.255554568122136,LinearRegression,GSA
mof_426,39.729790954230864,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.146.out,38.72135725963184,LinearRegression,GSA
hypotheticalMOF_5048229_i_1_j_25_k_20_m_10,39.21739761751569,LinearRegression,GSA
hypotheticalMOF_5048271_i_1_j_25_k_20_m_14,38.93939697738298,LinearRegression,GSA
hypotheticalMOF_5064185_i_2_j_21_k_5_m_9,38.46516059127424,LinearRegression,GSA
mof_6515,48.31510484068204,LinearRegression,GSA
mof_7832,46.65255199282959,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.167.out,40.96171535952481,LinearRegression,GSA
hypotheticalMOF_3000240_i_1_j_24_k_23_m_11_cat_1,38.345238746511114,LinearRegression,GSA
mof_1837,42.17728678598742,LinearRegression,GSA
mof_3660,46.06929574784529,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.130.out,38.07268909932219,LinearRegression,GSA
hypotheticalMOF_5036513_i_1_j_20_k_5_m_14,38.40519966889268,LinearRegression,GSA
mof_2077,39.96963464375712,LinearRegression,GSA
mof_5306,38.3997486759489,LinearRegression,GSA
mof_5457,40.97261734541237,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.39.out,38.416101654780235,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.35.out,39.35367244111015,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.64.out,38.944847970326755,LinearRegression,GSA
mof_4452,40.38936110042806,LinearRegression,GSA
mof_789,45.74223617121858,LinearRegression,GSA
str_m2_o25_o28_f0_pcu.sym.6.out,39.02661286448343,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.109.out,39.11927974452767,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.15.out,38.236218887635545,LinearRegression,GSA
hypotheticalMOF_5048665_i_1_j_25_k_25_m_0,41.163402098444614,LinearRegression,GSA
mof_6517,45.9657268819135,LinearRegression,GSA
mof_6850,47.7427505815853,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.33.out,38.42700364066779,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.98.out,39.37547641288526,LinearRegression,GSA
hypotheticalMOF_5034281_i_1_j_19_k_5_m_7,38.198061937029095,LinearRegression,GSA
hypotheticalMOF_5073014_i_2_j_25_k_20_m_4,38.339787753567336,LinearRegression,GSA
mof_1795,44.548468716531076,LinearRegression,GSA
mof_6514,49.23087165523684,LinearRegression,GSA
mof_6588,39.98598762258845,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.150.out,38.91759300560786,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.165.out,39.402731377604155,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.148.out,39.07022080803366,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.28.out,40.00234060141979,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.62.out,41.09253919017549,LinearRegression,GSA
str_m3_o6_o8_f0_pcu.sym.220.out,38.03998314165952,LinearRegression,GSA
mof_6934,40.302145213327606,LinearRegression,GSA
str_m2_o6_o11_f0_nbo.sym.63.out,39.184691659853016,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.22.out,39.67528102479308,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.110.out,39.82790882721888,LinearRegression,GSA
str_m3_o21_o29_f0_pcu.sym.22.out,38.14900300053509,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.152.out,41.14704911961328,LinearRegression,GSA
mof_10038,40.54198890285386,LinearRegression,GSA
mof_7353,44.95184219437069,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.1.out,39.80610485544376,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.170.out,38.339787753567336,LinearRegression,GSA
hypotheticalMOF_5064209_i_2_j_21_k_5_m_11,38.694102294912945,LinearRegression,GSA
mof_5308,40.39481209337184,LinearRegression,GSA
str_m2_o20_o29_f0_pcu.sym.151.out,39.20104463868435,LinearRegression,GSA
str_m2_o7_o19_f0_nbo.sym.48.out,42.97858274872286,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.109.out,38.88488704794519,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.51.out,40.874499472424354,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.81.out,39.947830671982004,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.246.out,39.015710878595875,LinearRegression,GSA
mof_5511,41.550422597452894,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.240.out,39.02661286448343,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.139.out,39.838810813106434,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.83.out,38.54692548543092,LinearRegression,GSA
mof_4052,40.307596206271384,LinearRegression,GSA
mof_5555,43.1748184946989,LinearRegression,GSA
hypotheticalMOF_5064168_i_2_j_21_k_5_m_7,39.38637839877282,LinearRegression,GSA
mof_41,44.39584091410528,LinearRegression,GSA
mof_6162,41.26151997143263,LinearRegression,GSA
mof_8953,42.74419005214038,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.63.out,38.69955328785672,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.74.out,40.04049755202624,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.76.out,39.75704591894976,LinearRegression,GSA
hypotheticalMOF_5018816_i_0_j_25_k_20_m_6,39.130181730415224,LinearRegression,GSA
hypotheticalMOF_5034346_i_1_j_19_k_5_m_14,38.165355979366424,LinearRegression,GSA
mof_5221,46.407257310359554,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.137.out,38.39429768300512,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.21.out,38.93939697738298,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.189.out,39.37547641288526,LinearRegression,GSA
hypotheticalMOF_3000209_i_1_j_24_k_23_m_7_cat_1,38.20896392291665,LinearRegression,GSA
hypotheticalMOF_5073102_i_2_j_25_k_20_m_10,38.36704271828623,LinearRegression,GSA
mof_7220,39.16833868102167,LinearRegression,GSA
mof_8850,39.479045278817054,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.6.out,41.1415981266695,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.116.out,38.89578903383275,LinearRegression,GSA
str_m3_o3_o5_f0_nbo.sym.27.out,39.78975187661243,LinearRegression,GSA
hypotheticalMOF_5019126_i_0_j_25_k_21_m_12,40.302145213327606,LinearRegression,GSA
mof_427,42.831405939240845,LinearRegression,GSA
mof_4987,40.13861542501425,LinearRegression,GSA
mof_6630,38.62323938664382,LinearRegression,GSA
mof_7754,41.89383515291094,LinearRegression,GSA
mof_9778,46.85423873174939,LinearRegression,GSA
str_m3_o19_o25_f0_nbo.sym.122.out,39.800653862499985,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.36.out,40.65100876172943,LinearRegression,GSA
str_m3_o25_o28_f0_pcu.sym.16.out,38.89033804088897,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.204.out,38.36159172534245,LinearRegression,GSA
str_m3_o7_o11_f0_nbo.sym.44.out,39.4681432929295,LinearRegression,GSA
mof_10544,38.50331754188069,LinearRegression,GSA
mof_2034,40.40026308631562,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.2.out,38.64504335841893,LinearRegression,GSA
str_m2_o7_o28_f0_pcu.sym.135.out,39.42453534937927,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.128.out,39.45724130704194,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.201.out,39.588065137692624,LinearRegression,GSA
str_m3_o7_o11_f0_nbo.sym.1.out,39.41908435643549,LinearRegression,GSA
hypotheticalMOF_3000223_i_1_j_24_k_23_m_9_cat_1,38.31798378179222,LinearRegression,GSA
hypotheticalMOF_5056891_i_1_j_29_k_5_m_11,42.25360068720032,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.149.out,38.06178711343463,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.111.out,38.797671160844736,LinearRegression,GSA
str_m2_o25_o29_f0_pcu.sym.23.out,39.658928045961744,LinearRegression,GSA
str_m3_o19_o28_f0_nbo.sym.96.out,38.89578903383275,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.146.out,38.91759300560786,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.37.out,40.02959556613868,LinearRegression,GSA
str_m3_o25_o27_f0_pcu.sym.129.out,38.6777493160816,LinearRegression,GSA
str_m3_o25_o27_f0_pcu.sym.246.out,38.63959236547515,LinearRegression,GSA
hypotheticalMOF_5064170_i_2_j_21_k_5_m_7,38.60688640781248,LinearRegression,GSA
mof_5465,48.83840016328478,LinearRegression,GSA
str_m1_o6_o29_f0_pcu.sym.180.out,38.31798378179222,LinearRegression,GSA
str_m3_o3_o6_f0_pcu.sym.44.out,38.66139633725027,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.138.out,39.42453534937927,LinearRegression,GSA
hypotheticalMOF_5039094_i_1_j_21_k_5_m_9,39.015710878595875,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.233.out,40.760028620605006,LinearRegression,GSA
str_m3_o20_o29_f0_pcu.sym.149.out,38.688651301969166,LinearRegression,GSA
str_m3_o7_o19_f0_nbo.sym.70.out,38.841279104394964,LinearRegression,GSA
hypotheticalMOF_5036491_i_1_j_20_k_5_m_11,40.340302163934055,LinearRegression,GSA
hypotheticalMOF_5039871_i_1_j_21_k_12_m_4,38.37249371123001,LinearRegression,GSA
mof_5225,48.79479221973455,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.132.out,40.5310869169663,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.195.out,39.795202869556206,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.49.out,38.377944704173785,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.27.out,40.21492932622715,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.125.out,38.22531690174799,LinearRegression,GSA
str_m3_o6_o26_f0_pcu.sym.124.out,38.50876853482447,LinearRegression,GSA
hypotheticalMOF_3000207_i_1_j_24_k_23_m_7_cat_1,38.448807612442906,LinearRegression,GSA
hypotheticalMOF_5047309_i_1_j_25_k_12_m_0,40.95081337363725,LinearRegression,GSA
mof_6461,38.688651301969166,LinearRegression,GSA
str_m1_o23_o29_f0_pcu.sym.33.out,39.130181730415224,LinearRegression,GSA
str_m2_o25_o28_f0_pcu.sym.35.out,38.96665194210187,LinearRegression,GSA
str_m2_o25_o29_f0_pcu.sym.7.out,38.410650661836456,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.191.out,39.795202869556206,LinearRegression,GSA
mof_4784,39.435437335266826,LinearRegression,GSA
mof_7263,41.99740401884273,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.50.out,40.24218429094604,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.176.out,39.20649563162813,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.29.out,39.3918293917166,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.158.out,39.762496911893535,LinearRegression,GSA
str_m3_o20_o26_f0_pcu.sym.141.out,38.25257186646688,LinearRegression,GSA
hypotheticalMOF_5073146_i_2_j_25_k_21_m_0,39.38637839877282,LinearRegression,GSA
str_m2_o7_o11_f0_nbo.sym.9.out,39.724339961287086,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.50.out,40.06775251674513,LinearRegression,GSA
mof_6456,38.57963144309359,LinearRegression,GSA
str_m2_o6_o11_f0_nbo.sym.124.out,38.977553927989426,LinearRegression,GSA
mof_5593,38.58508243603737,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.127.out,38.38884669006134,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.50.out,38.28527782412955,LinearRegression,GSA
hypotheticalMOF_5048661_i_1_j_25_k_25_m_0,40.96171535952481,LinearRegression,GSA
mof_2310,40.2530862768336,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.131.out,39.41363336349171,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.178.out,38.07814009226597,LinearRegression,GSA
str_m3_o20_o25_f0_pcu.sym.5.out,38.92304399855164,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.55.out,41.20701004199484,LinearRegression,GSA
str_m2_o7_o29_f0_pcu.sym.134.out,38.28527782412955,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.195.out,38.80857314673229,LinearRegression,GSA
mof_1980,40.236733298002264,LinearRegression,GSA
mof_3242,40.939911387749696,LinearRegression,GSA
mof_7229,44.40129190704906,LinearRegression,GSA
str_m1_o23_o28_f0_pcu.sym.18.out,38.127199028759975,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.184.out,39.26645655400969,LinearRegression,GSA
str_m2_o21_o28_f0_pcu.sym.230.out,38.13265002170375,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.181.out,38.563278464262254,LinearRegression,GSA
str_m3_o20_o25_f0_pcu.sym.75.out,38.93939697738298,LinearRegression,GSA
str_m3_o25_o28_f0_pcu.sym.98.out,38.9339459844392,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.39.out,38.121748035816196,LinearRegression,GSA
mof_1217,38.666847330194045,LinearRegression,GSA
mof_3332,39.2392015892908,LinearRegression,GSA
mof_8071,40.42206705809073,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.153.out,38.57963144309359,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.177.out,38.25802285941066,LinearRegression,GSA
str_m2_o3_o25_f0_pcu.sym.6.out,38.86308307617008,LinearRegression,GSA
str_m2_o3_o5_f0_nbo.sym.46.out,41.365088837364425,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.125.out,39.93692868609445,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.69.out,39.99688960847601,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.94.out,38.912142012664084,LinearRegression,GSA
mof_5315,43.16391650881134,LinearRegression,GSA
str_m3_o7_o19_f0_nbo.sym.206.out,39.6698300318493,LinearRegression,GSA
hypotheticalMOF_5039112_i_1_j_21_k_5_m_10,38.486964563049355,LinearRegression,GSA
mof_10768,39.07567180097744,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.181.out,38.99935789976454,LinearRegression,GSA
str_m3_o23_o29_f0_pcu.sym.69.out,38.7813181820134,LinearRegression,GSA
str_m3_o7_o11_f0_nbo.sym.46.out,39.45724130704194,LinearRegression,GSA
hypotheticalMOF_5048343_i_1_j_25_k_21_m_4,39.24465258223458,LinearRegression,GSA
mof_7476,45.52964744641122,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.22.out,40.71096968411099,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.169.out,38.01272817694063,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.57.out,39.60986910946774,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.117.out,39.255554568122136,LinearRegression,GSA
mof_4443,40.72732266294233,LinearRegression,GSA
mof_5471,48.331457819513375,LinearRegression,GSA
str_m1_o25_o25_f0_pcu.sym.47.out,41.054382239569044,LinearRegression,GSA
str_m1_o7_o29_f0_pcu.sym.41.out,39.653477053017966,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.227.out,39.71888896834331,LinearRegression,GSA
str_m2_o7_o23_f0_pcu.sym.263.out,38.54692548543092,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.6.out,39.48449627176083,LinearRegression,GSA
VAQSEL_CSD17,49.42165640826908,LinearRegression,GSA
mof_6632,38.19261094408532,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.160.out,38.377944704173785,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.34.out,40.8635974865368,LinearRegression,GSA
str_m2_o3_o21_f0_pcu.sym.88.out,38.21986590880421,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.246.out,40.127713439126694,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.216.out,40.983519331299924,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.247.out,38.03998314165952,LinearRegression,GSA
mof_1704,44.60297864596886,LinearRegression,GSA
mof_4502,46.07474674078907,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.148.out,38.71590626668806,LinearRegression,GSA
str_m3_o20_o23_f0_nbo.sym.36.out,38.563278464262254,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.116.out,39.32096648344748,LinearRegression,GSA
str_m3_o3_o25_f0_pcu.sym.60.out,38.00727718399685,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.50.out,38.54692548543092,LinearRegression,GSA
hypotheticalMOF_5047313_i_1_j_25_k_12_m_0,41.190657063163506,LinearRegression,GSA
mof_2583,45.082666025021375,LinearRegression,GSA
mof_5470,47.08863142833187,LinearRegression,GSA
str_m1_o6_o27_f0_pcu.sym.78.out,39.57171215886129,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.1.out,40.28579223449627,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.134.out,39.904222728431776,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.211.out,41.37599082325198,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.1.out,38.31253278884844,LinearRegression,GSA
str_m3_o7_o25_f0_pcu.sym.27.out,38.203512929972874,LinearRegression,GSA
hypotheticalMOF_5061537_i_2_j_20_k_5_m_5,38.79222016790096,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.48.out,40.20402734033959,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.181.out,38.345238746511114,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.123.out,39.89332074254422,LinearRegression,GSA
str_m2_o6_o8_f0_pcu.sym.172.out,38.20896392291665,LinearRegression,GSA
str_m2_o7_o25_f0_pcu.sym.61.out,38.38884669006134,LinearRegression,GSA
hypotheticalMOF_5036517_i_1_j_20_k_5_m_14,39.086573786864996,LinearRegression,GSA
mof_5603,48.33690881245715,LinearRegression,GSA
str_m3_o25_o27_f0_pcu.sym.37.out,39.015710878595875,LinearRegression,GSA
str_m3_o7_o23_f0_pcu.sym.1.out,38.25257186646688,LinearRegression,GSA
mof_13000,43.76897672557075,LinearRegression,GSA
str_m2_o25_o27_f0_pcu.sym.229.out,38.79222016790096,LinearRegression,GSA
str_m2_o3_o5_f0_nbo.sym.58.out,41.25061798554507,LinearRegression,GSA
mof_11506,43.19662246647401,LinearRegression,GSA
mof_2890,44.1614482175228,LinearRegression,GSA
mof_5467,49.31263654939351,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.65.out,39.364574426997706,LinearRegression,GSA
str_m3_o7_o11_f0_nbo.sym.52.out,38.74316123140695,LinearRegression,GSA
hypotheticalMOF_5046699_i_1_j_25_k_5_m_7,39.91512471431933,LinearRegression,GSA
mof_7752,44.48850779414951,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.143.out,38.590533428981146,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.43.out,39.57171215886129,LinearRegression,GSA
str_m2_o7_o11_f0_nbo.sym.287.out,39.82790882721888,LinearRegression,GSA
str_m2_o7_o19_f0_nbo.sym.169.out,38.61778839370004,LinearRegression,GSA
str_m3_o19_o25_f0_nbo.sym.47.out,40.345753156877834,LinearRegression,GSA
mof_11380,47.61737774387839,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.169.out,40.373008121596726,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.170.out,39.77884989072487,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.24.out,39.435437335266826,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.99.out,39.222848610459465,LinearRegression,GSA
str_m2_o7_o23_f0_pcu.sym.92.out,38.61778839370004,LinearRegression,GSA
str_m3_o20_o25_f0_nbo.sym.77.out,39.942379679038226,LinearRegression,GSA
hypotheticalMOF_5018844_i_0_j_25_k_20_m_8,38.14355200759131,LinearRegression,GSA
mof_5460,40.09500748146402,LinearRegression,GSA
mof_9054,44.046977365703455,LinearRegression,GSA
str_m1_o25_o25_f0_pcu.sym.7.out,38.43245463361157,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.122.out,40.71096968411099,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.189.out,38.977553927989426,LinearRegression,GSA
str_m2_o7_o11_f0_nbo.sym.68.out,39.479045278817054,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.44.out,38.96120094915809,LinearRegression,GSA
str_m3_o3_o21_f0_pcu.sym.44.out,38.09994406404108,LinearRegression,GSA
mof_4360,53.66252891852877,LinearRegression,GSA
mof_6202,38.159904986422646,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.235.out,39.86606577782533,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.126.out,40.411165072203175,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.20.out,38.89033804088897,LinearRegression,GSA
str_m2_o7_o19_f0_nbo.sym.3.out,40.51473393813497,LinearRegression,GSA
str_m3_o21_o25_f0_pcu.sym.148.out,38.089042078153525,LinearRegression,GSA
str_m3_o25_o25_f0_pcu.sym.6.out,40.27489024860871,LinearRegression,GSA
str_m3_o3_o19_f0_nbo.sym.5.out,38.803122153788514,LinearRegression,GSA
mof_5363,48.407771720726274,LinearRegression,GSA
mof_979,42.084619905943185,LinearRegression,GSA
str_m2_o6_o26_f0_pcu.sym.102.out,38.666847330194045,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.272.out,38.42700364066779,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.178.out,38.274375838241994,LinearRegression,GSA
hypotheticalMOF_5000925_i_0_j_19_k_5_m_12,38.87943605500141,LinearRegression,GSA
hypotheticalMOF_5039048_i_1_j_21_k_5_m_4,40.47657698752852,LinearRegression,GSA
hypotheticalMOF_5046672_i_1_j_25_k_5_m_4,40.945362380693474,LinearRegression,GSA
mof_3988,41.942894089404945,LinearRegression,GSA
mof_5427,46.227374543214864,LinearRegression,GSA
mof_7274,43.70356481024541,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.84.out,39.95873265786956,LinearRegression,GSA
str_m2_o7_o11_f0_nbo.sym.10.out,38.13810101464753,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.184.out,40.89085245125569,LinearRegression,GSA
hypotheticalMOF_5039078_i_1_j_21_k_5_m_7,38.8576320832263,LinearRegression,GSA
hypotheticalMOF_5061612_i_2_j_20_k_5_m_12,38.37249371123001,LinearRegression,GSA
mof_4995,38.79222016790096,LinearRegression,GSA
mof_7264,39.21739761751569,LinearRegression,GSA
str_m2_o20_o23_f0_nbo.sym.67.out,38.99390690682076,LinearRegression,GSA
str_m2_o20_o25_f0_nbo.sym.184.out,40.56924386757275,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.45.out,39.31006449755992,LinearRegression,GSA
str_m2_o6_o28_f0_pcu.sym.140.out,38.6777493160816,LinearRegression,GSA
mof_9177,44.297723041117266,LinearRegression,GSA
