Features,Model,MSE,R²
"Density,GSA,VSA,LCD",SK_GB,0.12082602217892552,0.990663534558693
"Density,GSA,VSA,LCD",SK_LR,0.629765205560631,0.9513367983831552
"Density,GSA,VSA,PLD",SK_RF,0.15834845603605674,0.987764101964098
"Density,GSA,VSA,PLD",XG_RF,0.284603923318901,0.9780080925730354
"Density,GSA,VSA,PLD",SK_GB,0.15537945125207467,0.9879935228294119
"Density,GSA,VSA,PLD",SK_LR,0.781534241252711,0.9396093051557339
"Density,GSA,VF,PV",SK_RF,0.04850629881141526,0.996251822460332
"Density,GSA,VF,PV",XG_RF,0.13094273296038847,0.9898817963297297
"Density,GSA,VF,PV",SK_GB,0.04727772213506214,0.9963467570073269
"Density,GSA,VF,PV",SK_LR,0.6784462556050682,0.9475751174704676
"Density,GSA,VF,LCD",SK_RF,0.04575440623202904,0.9964644666366632
"Density,GSA,VF,LCD",XG_RF,0.11995211229095191,0.9907310633022596
"Density,GSA,VF,LCD",SK_GB,0.0463836488626297,0.9964158438154459
"Density,GSA,VF,LCD",SK_LR,1.4093759309531158,0.8910947374095649
"Density,GSA,VF,PLD",SK_RF,0.04897309684418802,0.9962157520541193
"Density,GSA,VF,PLD",XG_RF,0.1331506885095908,0.9897111832423392
"Density,GSA,VF,PLD",SK_GB,0.04939781143556988,0.9961829335185642
"Density,GSA,VF,PLD",SK_LR,2.0822200847484362,0.8391027403545535
"Density,GSA,PV,LCD",SK_RF,0.04185454212664221,0.9967658168407759
"Density,GSA,PV,LCD",XG_RF,0.2095930073378047,0.9838043342447276
"Density,GSA,PV,LCD",SK_GB,0.047713152488068664,0.9963131104437007
"Density,GSA,PV,LCD",SK_LR,0.4582531176844155,0.9645898762578151
"Density,GSA,PV,PLD",SK_RF,0.04464784344737967,0.996549972929192
"Density,GSA,PV,PLD",XG_RF,0.21617915672809287,0.9832954094695442
"Density,GSA,PV,PLD",SK_GB,0.04934259766542499,0.9961871999956653
"Density,GSA,PV,PLD",SK_LR,0.6259716695068466,0.9516299324086556
"Density,GSA,LCD,PLD",SK_RF,0.09693158515070877,0.9925099049144354
"Density,GSA,LCD,PLD",XG_RF,0.2619957941678529,0.9797550673778401
"Density,GSA,LCD,PLD",SK_GB,0.09984509463824157,0.9922847722803163
"Density,GSA,LCD,PLD",SK_LR,1.3593694361478654,0.8949588380575092
"Density,VSA,VF,PV",SK_RF,0.0484482454142713,0.9962563083610213
"Density,VSA,VF,PV",XG_RF,0.12079674032306455,0.9906657972255455
"Density,VSA,VF,PV",SK_GB,0.0474374626819614,0.9963344135396798
"Density,VSA,VF,PV",SK_LR,0.8613074723696819,0.933445069984919
"Density,VSA,VF,LCD",SK_RF,0.04638048949602899,0.9964160879459449
"Density,VSA,VF,LCD",XG_RF,0.11381221609694195,0.9912055052113352
"Density,VSA,VF,LCD",SK_GB,0.04763329463077556,0.9963192812181034
"Density,VSA,VF,LCD",SK_LR,2.655882727827872,0.7947746945785488
"Density,VSA,VF,PLD",SK_RF,0.049913419598998754,0.996143091457125
"Density,VSA,VF,PLD",XG_RF,0.11896057466240988,0.9908076813737287
"Density,VSA,VF,PLD",SK_GB,0.05053235768644254,0.9960952648883153
"Density,VSA,VF,PLD",SK_LR,2.530172785976802,0.8044885501417416
"Density,VSA,PV,LCD",SK_RF,0.041372310909340404,0.9968030797996473
"Density,VSA,PV,LCD",XG_RF,0.20765098236799634,0.9839543983508678
"Density,VSA,PV,LCD",SK_GB,0.04841093843925969,0.9962591911446852
"Density,VSA,PV,LCD",SK_LR,0.9116820029836925,0.9295525304829293
"Density,VSA,PV,PLD",SK_RF,0.044961110309117036,0.9965257661798861
"Density,VSA,PV,PLD",XG_RF,0.2148186167379842,0.9834005410825039
"Density,VSA,PV,PLD",SK_GB,0.05114518096979895,0.9960479108224982
"Density,VSA,PV,PLD",SK_LR,0.9849084173796222,0.9238941807742382
"Density,VSA,LCD,PLD",SK_RF,0.09614637157038536,0.9925705799190786
"Density,VSA,LCD,PLD",XG_RF,0.2537047182820499,0.9803957351916363
"Density,VSA,LCD,PLD",SK_GB,0.10066797418683791,0.9922211867518905
"Density,VSA,LCD,PLD",SK_LR,2.4306644847884686,0.8121777531661716
"Density,VF,PV,LCD",SK_RF,0.042286105793971906,0.996732469063591
"Density,VF,PV,LCD",XG_RF,0.09444130225973607,0.992702333993299
"Density,VF,PV,LCD",SK_GB,0.042369273789969755,0.9967260425082312
"Density,VF,PV,LCD",SK_LR,0.8224928983039487,0.936444348806224
"Density,VF,PV,PLD",SK_RF,0.05242014779502184,0.9959493916170503
"Density,VF,PV,PLD",XG_RF,0.10256163123461993,0.9920748601306423
"Density,VF,PV,PLD",SK_GB,0.05176657920965547,0.9959998941528514
"Density,VF,PV,PLD",SK_LR,0.8776872639093389,0.9321793711322386
"Density,VF,LCD,PLD",SK_RF,0.04521439208011051,0.9965061945970503
"Density,VF,LCD,PLD",XG_RF,0.12526836596617674,0.9903202658778235
"Density,VF,LCD,PLD",SK_GB,0.0458780572625819,0.9964549118772437
"Density,VF,LCD,PLD",SK_LR,2.429792316171004,0.8122451473583258
"Density,PV,LCD,PLD",SK_RF,0.04061879613143783,0.9968613053752025
"Density,PV,LCD,PLD",XG_RF,0.2122120335030465,0.9836019569187121
"Density,PV,LCD,PLD",SK_GB,0.04623803824026393,0.9964270954359089
"Density,PV,LCD,PLD",SK_LR,0.8997979069927184,0.930470838058731
"GSA,VSA,VF,PV",SK_RF,0.05074129756037807,0.9960791196914685
